0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
-1.5961623,0.55156773,1.3174287,0.8310979,1.3211138,0.45469916,0.6382182,0.50307596,0.57035124,0.26856595,0.8487859,0.54804975,1.1396567,0.757415,1.1179448,0.5719097,0.7258117,0.14361237,0.7571565,0.51506424,1.1155398,0.8191433,1.4216757,0.80245,1.6552671,1.1568525,1.7208265,0.15552132,0.7361176,-0.08558657,0.6237409,-0.13505921,0.7367773,0.0871074,0.9833409,0.08540456,1.3994057,0.15874268,0.54241896,-0.8656521
-0.73785657,-0.45383012,0.5098168,1.114424,1.0933863,0.66242665,-1.0676326,1.354575,0.46480164,-1.1023083,0.68776995,0.18739209,0.787918,1.684917,-0.25295153,0.7104494,1.2713819,1.1961701,-0.34837714,-2.196735,0.08338843,1.0909209,1.7141294,-0.7863091,-0.19446418,0.6537975,0.10532817,-1.1019704,0.023533326,0.4270483,0.5423494,0.90189976,-0.20910439,-0.19576113,-0.1802619,0.9600375,-0.6599165,0.59066993,0.20195529,-0.3554088
-0.31601235,0.9868803,0.30214357,0.8795071,-0.35344496,-1.2400243,-1.1060658,-0.7466726,-1.5577447,-1.6700382,-0.71218896,-0.72951823,-0.53433484,-0.9247775,-0.1402319,-1.8658471,-0.14022402,-0.31540504,0.5909586,-0.9079953,0.8394951,-0.6568608,0.014198205,-1.4463403,-0.31598428,-1.9368509,-1.0707324,-1.4269896,0.33771387,-0.0916582,0.5488839,0.34284014,0.45581213,0.023417534,1.0496798,0.36770165,-0.54133093,-1.2170073,-1.2011997,-1.705339
0.91180074,-0.5842736,0.100079425,0.23279075,-0.0074585658,1.3928167,0.3054082,1.2701265,-1.1963241,-0.18363994,-0.20030543,1.3147415,0.33986464,0.19300348,-1.0385675,0.1913247,-0.9634517,0.14711133,0.48597848,0.84814996,-1.6211057,0.43680328,-0.0755793,0.4048328,-0.61345166,0.38972506,-1.4273802,0.28836474,-0.3581419,0.716468,0.027472705,0.06776478,-0.46971366,1.1807061,0.3256703,0.852714,0.106765546,0.702399,-0.2476815,1.1701717
-0.16696484,0.15254983,-0.44011796,-0.3471591,0.3491263,-0.9813825,-1.5151101,-0.16883114,-0.90541154,-0.44143704,-1.0020593,0.34237096,-0.087193646,0.62575275,-0.10446236,0.7455272,-0.30645725,0.83755666,-0.056656413,1.0004063,0.16838267,0.9405717,0.27852592,1.0749894,0.27525446,1.3241445,-0.0594793,0.5447593,-0.507791,0.59063184,-0.30389124,0.7684004,0.44622406,1.4372085,0.31004855,1.0365261,-0.41205746,0.3525603,-0.14208187,-0.0010834297
1.0156972,-0.815556,-0.3093327,0.8753384,-1.0661676,-0.18331824,-0.82627654,0.37088996,-1.4507154,-0.36776048,-1.4337027,-1.0248983,-1.2723308,-0.55607206,-0.71341,0.278028,-0.7524089,0.6313936,-0.5178004,-0.17152375,-0.41022015,0.46532643,-0.9155422,-0.19698243,0.14221455,0.6150168,0.004179695,-0.088881835,-1.2614142,-0.4656192,-0.67614794,0.053413797,-0.429803,0.4250346,-0.9970259,-0.27124202,-1.1170038,0.50406104,-0.14071307,-0.36764333
1.3699074,-0.691986,-0.67365843,1.3281703,0.52467453,0.59080577,0.40032452,0.31021982,-0.23748142,0.32632124,-0.4581008,0.68738234,-0.2747513,1.5200473,-0.70025146,1.2519431,-0.41499245,1.0638455,-0.59296536,1.874449,-0.43996218,0.5967481,-0.4054027,1.0247582,-0.7398514,0.45650554,-0.9491579,0.20694962,-0.6979151,-0.2813514,-0.99440515,-0.23263276,-0.61229527,-0.042192105,-0.54698026,0.39748856,-0.1581645,0.59726894,-0.4616798,0.28343764
-0.07708484,-0.09618004,-1.8923519,1.0514928,-1.172917,-0.36873254,1.2692889,1.7081903,2.439531,1.9308964,0.72918504,0.65604097,2.1357796,-0.035765495,1.3879006,0.2889659,1.0011892,0.25249872,0.06797021,0.88694584,0.9061187,0.31919566,0.9946391,-0.8237241,0.8272135,-0.68406993,0.13119498,-0.65925586,0.38711894,-0.987279,-0.082760125,0.008394766,0.7568884,-0.24212524,0.478971,-0.44215095,0.9350377,-0.2647724,1.0758507,0.69531363
-0.90230113,-0.96213394,0.832525,-0.7711278,0.8173224,-0.7948448,0.87363416,-0.079302184,1.2060395,-0.20501013,1.5682333,0.1898407,2.0438087,0.1369165,1.5425391,0.31779054,1.379318,-0.30401158,1.4167104,0.097787075,0.79209095,0.15676883,0.7900652,-0.04345062,1.1135061,-0.023740305,2.0064073,0.6011768,0.9804964,0.96924037,1.2726474,0.5650738,0.9969902,0.3996633,0.61512417,0.0981898,0.504506,0.105547234,0.4057002,0.020098003
-1.55192,1.5829736,0.6878643,0.09057132,1.1798455,-0.35414553,0.85660464,0.01893612,1.0261205,0.14770213,0.26628396,-0.43224627,0.7876101,-0.38896418,1.0032551,-0.026297374,0.6518105,0.15236706,1.0248581,0.1309438,1.190373,-0.19769919,0.5733565,-0.47210547,0.42433935,-0.59232855,0.67496574,-0.58977354,0.5173918,-0.28337672,0.5794431,-0.5103684,0.19073318,-0.361494,0.77750015,-0.3142817,0.9242023,0.21185696,0.31179807,-0.18307883
0.30003297,0.5222491,-0.69568926,-1.4786146,0.18147747,-1.9765551,-1.0964408,-1.4479427,-1.3829634,-1.1681311,-0.6367727,-0.82336146,0.34834006,-0.006987719,-0.18964297,0.015511868,-0.39788312,-0.1265526,-0.26474592,0.60198104,0.16681059,0.20118317,-0.46141055,-0.22991712,-1.2114682,-0.58399564,-1.8543957,-1.6564007,-1.1133256,0.11246138,-0.55149996,0.19011228,-0.25804758,-0.3380591,-0.44179457,1.2036618,0.10293549,0.13401158,-0.6759548,-0.44702223
0.7493752,-1.760791,1.5738394,0.07926968,0.4863039,-0.30029497,-0.005998596,-0.14505786,1.2354585,0.40586135,-1.542931,0.46576446,-1.979199,0.4950959,-1.3702432,-0.8815238,-0.5951091,-0.47777197,-1.134377,0.44875258,-1.1290513,1.2046278,-0.41384542,1.3529472,0.4244405,1.7539474,-0.7224511,1.2554766,-0.8543984,1.1793399,-0.73354244,0.46801203,-0.73409826,0.13215953,-1.9825495,-0.6982153,-0.9517488,0.82317597,-1.5681273,-0.31190848
0.24425407,0.37615827,-1.2898344,-0.5086729,-0.7849535,0.59247136,-1.2641497,-0.18712679,-0.76286846,-1.0975075,-0.22448091,-0.37223795,0.9391763,-0.2820068,-0.1598336,-1.2120584,0.31742275,1.7770523,0.6376285,-2.5903082,-4.274485,0.03145594,2.9585395,-0.12797295,-2.2815595,-0.47987735,1.3411422,-1.5004773,-3.1290166,-0.9955751,2.4931056,1.7054478,0.31392023,-1.0534805,0.08964037,0.7332709,1.1568826,-1.4942017,-0.5970113,-0.9195844
-0.12102856,-0.6069982,0.17289132,0.0635159,0.979944,-0.16020943,0.2606457,0.3587812,-0.7874505,-1.507363,0.42603743,-0.5988359,0.14256178,-0.23464788,0.25604528,-0.61286664,0.0027254096,-0.6927294,0.217855,-0.88684535,-0.045362115,0.30158734,0.37854797,-1.123952,0.21825181,-0.69320875,-0.8078526,-0.35755214,-0.0116351945,-0.56882864,-0.088992275,-0.1766377,-0.62164193,-0.5578321,0.06379555,-0.4513314,-0.517911,-0.47644222,0.29945517,-0.15689974
-0.008534566,-0.7328976,0.7963957,-0.24499601,0.237052,-0.31460267,-0.16902372,-0.043874007,-0.077140205,-0.59870964,-0.4711965,-0.25351647,-0.23314956,-0.5503575,0.04365943,0.16758706,0.42199776,-0.006046034,-0.08638062,-0.3189521,-0.2305039,-0.6224944,-0.3929754,-0.5598431,-0.56297225,-0.42326528,-0.31161022,-1.0394986,-0.5719474,-0.6216551,-0.21985203,-0.43939334,-0.37305224,-0.6006769,0.19643168,-0.24140558,-0.018624201,0.14327742,0.49296528,-0.18179734
-2.776672,1.0231671,1.2537259,-0.44724086,0.76895714,-0.12740579,0.9718637,0.65238243,0.8081736,0.594153,0.80107397,-0.24195325,1.326884,0.8767588,0.5619249,0.27103907,0.6452738,-0.62338185,0.7760369,0.4356138,0.63794404,0.85313237,1.753623,0.017457599,0.75949496,0.8020732,1.0892943,0.074760675,0.9595229,-0.42676708,-0.16813664,-0.12923574,0.3668509,-0.025103197,1.331342,0.20994711,0.23008598,-0.16053733,0.59920025,-0.5689377
-0.9822696,0.32783544,-0.2480358,1.0282954,0.14633705,0.8238194,0.22568978,-0.26310122,1.4653554,0.5763047,0.8336982,-0.07546062,0.5090388,0.51197016,1.5620813,0.6577389,0.643826,0.16513859,0.46265417,-0.08990181,0.4894083,1.1398095,2.3684042,2.4809616,2.6349168,0.25855908,-0.5274229,-2.1756623,-1.240226,-1.1485614,0.8156109,-0.17611252,0.23371235,0.7580385,1.9233292,1.4700449,1.9714352,0.45883748,1.6652379,0.49978313
-0.15749031,0.062034346,0.9858867,-0.22669543,0.8946296,0.021295361,0.82338506,0.28597984,0.82987946,-0.35708794,0.5226371,0.21601412,1.0163419,0.37857774,0.9458623,0.32356155,1.0023793,0.23833427,0.81660414,0.07344386,0.54216176,-0.19569518,0.4039273,-0.22568646,0.22981873,-0.13963248,0.31347245,-0.4908603,0.09903162,-0.13326463,0.37052894,-0.012022892,-0.21900477,-0.6007045,0.28331596,-0.11076271,-0.06178153,0.08629007,0.44072717,0.03009936
-1.273524,0.06349566,0.27265835,0.67996746,1.4497306,0.07413004,-0.39372504,1.3460531,0.45533672,-0.18631367,0.5023419,0.972311,0.5158356,0.85734165,-0.3529348,0.6109214,1.6448286,0.42555356,-1.0761765,-0.892135,0.24114114,2.1142476,1.3486285,0.20762597,-0.6451964,0.9235685,0.18002278,-1.469239,-0.19686055,1.0914987,0.85568786,0.61515486,-0.27468434,-0.28218892,0.47154298,1.0407482,0.1525929,0.10490124,0.45656586,-0.97679484
1.8914303,-1.280566,-0.011623693,0.18936682,0.69640845,0.7681119,-0.45493904,0.7331333,-0.27728158,1.8970866,-1.0247983,0.38188937,-0.78459483,0.019931339,-0.37469333,0.25163528,-1.1960653,0.5926184,-1.1695567,0.8495444,-0.75784385,0.36544022,-1.5398508,0.08103916,-1.121829,-0.19573872,-0.7098026,-0.121824354,-0.7318985,-0.31426618,-1.0468205,-0.30716026,-1.0713415,0.59911424,-1.1516737,-0.29723594,-1.8544948,0.30944842,-0.7305972,0.17637642
-0.8765778,-1.4458998,0.624789,-0.10566158,0.8107003,-1.0778813,-0.10588605,-0.3620272,0.4816443,-0.9350545,0.7895876,-0.49516264,0.5077328,-0.1248244,1.0951024,0.16772024,1.1480813,0.51215017,1.6276972,0.30515787,1.470445,0.30347684,0.9794589,0.45782626,0.9470523,0.48594475,1.1958957,0.26283258,0.8448682,0.32658884,0.9627708,0.48425215,0.6659721,0.8455013,0.6779905,0.5485545,1.1409856,0.6410708,0.86999893,0.5949006
-0.95779455,0.5493366,0.16225062,0.33114937,1.0873265,-0.3932579,0.04276852,-0.6475207,0.49574673,0.7868921,-0.053553376,-0.34277046,0.09079428,0.24110131,0.046875916,0.34237054,1.0197878,0.78361785,0.10327178,-0.3822984,-0.015078778,0.8342854,0.97680366,0.11864127,-0.06378248,-0.09857433,0.3088937,-0.30198935,0.016705658,-0.18767539,1.0080866,1.3135328,0.83729196,0.4598605,1.0149051,0.30474508,0.14738114,0.0015243512,0.15259105,-0.5770877
-3.7061815,0.28705326,-0.0065839253,-1.408004,0.60150886,0.96608156,0.82177293,0.73944694,-0.03619163,-0.5938787,0.13851115,-1.5645378,-0.90382004,-0.1105919,-0.4668005,0.16802274,-0.6215891,-0.5629648,-0.4314306,-0.89290774,-0.2067818,-0.70915455,-0.5221399,-0.6255943,-0.7826711,-1.1179587,-1.2917246,-1.0248417,-1.1840967,-2.140389,-0.64149725,-1.696109,-0.8331975,-1.1548187,-1.1319623,-1.49127,-0.32100916,-0.10896397,0.14757778,-0.3587871
0.396517,0.13787857,-0.11177025,-0.79439634,-1.5851226,-0.8003245,-2.2136424,-2.1025708,-2.437176,-1.6104822,-2.29622,-1.3569018,-2.4578779,-1.8776906,-2.3472047,-1.4637226,-2.669126,-1.6431727,-1.8276181,-1.3827108,-2.317203,-1.0672011,-1.7247546,-1.0429931,-1.8100728,-0.5665576,-1.4036903,-0.981846,-1.19959,-0.6453233,-1.1502241,-0.34636635,-0.8735907,-0.16351193,-0.93944997,-0.81656283,-1.3250427,-0.37020153,-0.947135,-0.68282723
-0.7528139,-0.07734729,0.4340623,0.5569367,0.8003054,0.26645386,-0.14003327,0.22330391,0.16415156,1.0458491,0.095835805,0.6146643,-0.36649683,0.67229766,-0.04680707,0.5900205,-0.08187646,0.59911114,-0.0015622523,0.78603274,0.14467497,0.81987375,0.17821568,0.6551194,0.05690944,0.8892429,0.59297746,1.3070786,0.6383832,1.3124088,0.5488052,0.8609757,0.15772103,0.7037202,0.29596505,0.9377755,0.5170776,0.5179588,0.17535192,0.21452183
0.34938878,0.2430422,-3.2954967,1.2396213,-1.4336516,0.90013206,0.19014677,0.0051680994,1.6742754,-1.1878014,0.4300766,-1.2526038,2.4213183,-1.5827159,0.16722687,-1.1057373,1.1386046,-0.74324524,2.0527594,-0.6441632,1.3232596,-1.7139118,1.1503896,-0.036741823,-0.2508756,0.52135456,-0.3497496,-0.04134162,0.009503941,-0.6999575,0.47960985,-0.22678314,-0.25538394,-0.08239795,0.425284,0.08862272,0.11634079,0.5755065,-0.3829466,-0.40051767
-0.39301464,-0.089707635,0.71057427,1.1796384,0.9906277,0.14065847,-0.624013,-0.26807863,-1.3708699,-0.6771059,-0.6034377,-0.77490896,-0.8525466,-0.30633157,-0.44205508,-1.0054406,-0.7810673,-0.4964626,-1.6289397,-0.79419595,-0.6233901,-0.49266165,-0.49893346,-0.62875503,-1.2929425,-0.07076284,-0.5077178,-0.21265997,0.15288192,-0.25196227,0.0768223,-0.97586936,-0.9620396,-0.19822139,-1.720927,-0.4305972,-0.9482334,-0.09315687,0.2805164,-0.0809919
-0.5809875,-1.0554935,0.51430917,-0.6507021,0.5435564,-0.47746643,0.16862205,-0.64341545,0.42113423,-0.7021046,0.480605,-0.6441351,0.58249736,-0.4417822,1.2684135,0.6369517,1.0051088,0.10765437,1.2707858,0.6157011,1.5629613,0.523034,1.1229361,0.5818583,0.8446821,0.61924404,1.3994383,0.8195975,1.3210006,0.15777084,0.889557,1.0038933,0.82656795,0.5452425,0.79014325,1.2401763,1.5201757,0.7300431,0.95200384,0.303106
0.7295261,1.1105169,-1.6701876,-0.7114669,1.6866074,0.14726205,0.5435685,1.1050625,1.4034767,0.19937034,-0.013947863,1.9629694,-1.4497266,0.10720669,-0.2058586,-1.655325,-2.4433453,-0.51641315,-0.39930314,-0.49311188,0.24184039,0.08873193,-0.6097673,-0.7396637,0.86737037,1.8305606,1.4980056,-0.65255433,-1.0305839,0.8949355,-0.6562491,-1.4335575,-0.52980816,-1.0546213,0.88119483,2.3393912,-1.4313061,-2.0454977,-0.09404287,-1.4665757
-0.44394797,1.9984719,-2.8169458,-2.8259256,-2.3816438,-2.7352808,-2.3323927,-2.4708416,-2.889471,-3.0409431,-2.1927361,-3.7613065,-1.3572336,-2.7361195,-2.0954423,-3.671481,-1.6172986,-4.22862,-0.47603163,-3.8987045,-1.3922023,-2.6300647,-1.5345044,-2.1554432,-0.98760486,-3.319774,-1.6357933,-2.3788455,-0.25968105,0.7614102,0.552148,0.081757545,-0.0073245284,1.1135963,2.230466,0.34686378,0.28371355,-0.48228204,0.47558844,1.2369384
-2.4044507,0.21014704,0.4513226,0.5467238,0.6142458,0.40431562,0.2347613,0.7163953,0.025344094,0.63214105,0.028210687,0.6769018,0.036470175,0.50912523,-0.42585477,0.22149715,-0.5061311,0.58802456,-0.08229457,0.90739554,-0.0792962,0.9508606,0.15026651,0.6236038,-0.64587426,0.15114713,-0.3462996,0.76542133,0.13667133,0.9237898,0.0769791,0.5663054,-0.2897005,0.47434998,-0.28471747,0.2374839,-0.7386185,0.11677468,-0.2803865,0.22817937
-1.0648062,0.60745984,0.20722798,-0.9540615,-0.65508467,-0.5066261,-0.23379953,0.7359316,-0.16598424,0.5300946,-0.123515785,0.39113158,0.27249897,0.45561266,0.3809555,0.43999708,0.034240473,0.60007656,0.111931734,0.75356334,0.060449313,0.73921335,-0.19435246,0.72796345,0.51523817,0.8240405,0.2579388,0.7921085,0.44215015,0.52484876,0.2763584,0.61590415,0.3432557,0.49865237,0.19754612,0.5340955,0.5599109,0.6990266,0.42340663,0.06351881
-1.0594311,0.5793678,0.5774641,-0.048300836,1.1703671,0.593863,0.76637167,0.42386076,0.99182194,0.6097224,0.6585839,0.38056174,0.83396935,0.38426545,0.34841883,0.5481888,0.5731563,0.2517141,0.5577384,0.21260883,0.80360895,0.38689184,0.9194756,0.71557957,0.70189327,0.2416481,0.63128173,0.5503213,0.5786714,-0.15968506,0.58655924,0.10739092,0.53953207,0.3572202,0.48408768,0.016907835,0.736611,0.403739,0.69957674,-0.1879825
0.3592189,0.6739831,-0.5690333,1.7170053,-1.9591554,2.534642,-0.1726538,-2.0210698,1.7829611,-1.9383806,-1.0753824,-2.0838423,-0.15116607,-0.15149823,-1.0894523,-0.46584222,-0.2804387,-0.4613056,-0.9502368,-0.13413575,-0.7389688,-0.32435584,0.43883097,-0.9009144,0.399082,1.3432767,0.426833,0.1836279,0.81559265,-0.44686124,0.019906623,-0.33855549,-0.70814997,0.868034,0.9183607,1.3292369,2.2784605,-0.21648768,0.4899319,-0.29839325
0.7871495,-0.2992661,-1.3453184,-0.9948763,-0.37098283,-0.9959665,-0.29729122,-1.1834512,-1.3964859,-0.8591764,-0.8244293,-0.6145568,-0.69416046,-0.8899135,-1.5064026,-0.055473614,-0.011430498,0.44049188,-0.3593782,-0.5154419,0.4372057,0.1837825,0.063643515,0.2544228,0.47988153,1.2162781,-0.85094655,-0.7969407,0.81488496,2.9690175,1.178995,-1.4662411,-1.2520254,1.0975004,1.9947091,1.3585433,1.8576871,1.6476167,0.2131262,-1.899746
1.5712559,-1.9098098,0.23024224,0.43300083,-0.20883162,0.03707804,-0.39466414,0.23792414,-0.13199443,0.12194801,-0.54496884,-0.07456413,-1.1183646,-0.791804,-2.3272817,0.38856974,-0.9175239,0.89168155,-1.2948356,0.03910263,-1.5204499,-0.5529069,-2.2176602,-0.12431961,-0.82401365,0.064906016,-2.2608168,-0.07472617,-1.7059132,-0.24205233,-2.677117,0.9695856,-0.44837028,0.9203474,-0.27520302,0.39385876,-0.6931065,-0.21959059,-2.4437857,0.10740905
1.1535183,-0.47228938,-1.9938227,-1.8075224,-2.1143572,-1.6592816,-1.8268872,-1.8388444,-0.9975067,-0.1938389,-0.29074502,-0.5581899,-0.39938363,-0.059522063,-0.5004609,0.2769418,-0.97346497,0.25753188,-0.2319962,0.007058937,-1.506267,0.087863326,-0.013449392,-0.33972916,-1.0829134,0.08296568,-0.40446162,1.3057289,-0.5458695,-1.4424089,-0.9766977,0.1416507,0.6037046,1.658755,0.76914215,2.4451132,0.39665127,0.2949997,0.11948087,0.090841755
0.48572415,-1.5592709,2.2554631,1.0897256,1.5760872,0.0137000345,1.0228925,1.8478249,-0.26365623,-0.348156,1.1020701,-0.098542824,-1.1385274,1.4531785,0.7011469,-0.4968612,2.4425247,1.2366823,1.4259284,3.9329424,1.7426971,3.6498764,0.2687777,2.7985976,-0.30248252,1.005392,0.24474047,2.1811612,-2.535341,0.31200084,-1.1489564,1.391818,-0.6366092,-2.9426613,-1.7761991,2.2192485,2.0148501,1.4299166,-0.5823526,6.5966735
-0.41337562,0.6698186,0.12159174,0.5635753,-0.5938852,-0.07780298,-1.134884,-0.24744782,-0.41532657,-0.21886532,-0.021651583,-0.3204334,0.2250829,-0.20709048,0.57596385,0.086499624,0.2888527,0.5260697,0.3353358,0.0027524084,0.94225806,0.31928435,0.5251364,-0.811571,0.068456724,-0.2872736,-0.15158106,-0.36232466,0.20718895,-0.2326983,1.1726447,0.6611015,0.14136484,-0.41134512,0.46026063,-0.24946094,-0.15108584,-0.053086545,1.5828587,-0.277441
1.3815835,-0.70367235,-0.6692537,1.3224055,0.5561363,0.6335225,0.33413774,0.31365374,-0.34992924,0.30842263,-0.41048086,0.60459304,-0.2468859,1.3519305,-0.6876364,1.208294,-0.36454973,1.0942752,-0.46364093,1.7067599,-0.39324576,0.4996168,-0.31058365,1.1435876,-0.681446,0.2003307,-0.9666307,0.13674109,-0.66936,-0.25663567,-1.0176957,-0.33481616,-0.6935216,0.15549612,-0.3505582,0.45975038,0.04713929,0.6326682,-0.61207646,0.26126027
-0.7318451,1.3999556,0.6443308,0.42288494,0.66995585,-1.1416628,0.52648884,-1.2660776,-0.27136436,-0.9861072,1.0645021,0.108937815,-0.21697886,-2.5586977,-1.542011,-1.4470271,0.85378414,-1.6104984,-0.9738825,-0.15287071,1.7187175,0.37722927,-0.6370774,-2.6318948,-0.52525055,-2.149454,-0.60223615,-0.42255798,0.75188696,-0.12310099,0.03085182,-1.0591654,1.5043771,-0.37709075,-1.2534543,-1.5135177,-0.80504155,1.0861442,1.5432552,-2.1513212
1.086559,-0.25773007,0.1168839,0.590566,0.2348384,0.68503267,1.0186657,0.3950059,-0.46353665,2.1849258,-0.4158389,0.2864129,0.52216893,-0.22360116,0.6185813,1.7407123,-0.30512127,1.0845145,1.0871154,-0.10163733,-0.42479903,1.0189339,-0.6679202,0.9609374,2.057592,0.17766592,0.40734667,1.9563024,0.6301503,-0.8271297,-0.48149255,2.0729363,1.3880395,0.07507849,-1.3433946,1.8027694,0.31239784,0.2778877,-1.415217,1.0779794
1.5874555,-1.1553024,0.051825013,0.15704961,-0.07808148,0.79831016,-0.043810442,1.4204597,-0.86420614,0.91100717,-1.5708466,0.7155492,-1.3915724,0.55624545,-1.2556816,0.43756366,-1.0395167,0.23674035,-2.3856587,-0.08211177,-1.3392782,-0.7825771,-0.54199755,-1.8559674,0.014437835,0.20738688,-0.6555104,0.180405,-0.637521,1.6346931,-1.8659655,-0.03916021,-0.173984,0.47580984,1.0142993,0.06759746,-0.34468368,-0.21409482,-0.58539414,-0.5676229
